Name,Info,company
Rachele Louis,"Rachele Louis is COO and co-founder of LifeWeb 360, a digital space that helps friends & family use the sparkle of technology to collaboratively honor and storytell the life of a loved one who has passed. She is a self-proclaimed introvert and tinkerer who believes in creating new everyday experiences that uncover the existing connections and empathy within our communities. She has a design & architecture degree from Rensselaer Polytechnic Institute and an MBA from Northwestern's Kellogg School of Management with a concentration in Finance. Originally hailing from Brooklyn, NY, she currently resides in Chicago with her wife and their plant babies.",LifeWeb 360
Bernard Worthy,"Bernard Worthy, Co-Founder and CEO/CTO of LoanWell, brings proven success in management, sales, and executive talent acquisition. Bernard has a strong design and software engineering products background ranging from Fortune 100 companies like Forbes and Visa to cutting-edge organizations like Moogfest. He has designed and engineered mobile, web, and virtual reality applications for thousands of users. He has led and been part of multiple startups over the last decade.",Loanwell
Shaun Chavis,"Shaun Chavis started LVNGbook after a friend was diagnosed with a condition that required her to change how she eats. A doctor gave her a long, random list of foods she couldn’t eat anymore. Overwhelmed, her friend reached out for help figuring out what she could eat. Shaun could relate. She's had the same experience of finding it hard to turn her doctor’s list into every day meals that fit her life. And she's a cookbook editor with a culinary degree! Later, she interviewed over 100 people and discovered 7 out of 10 also feel stressed and overwhelmed by lists and meal plans from doctors and hospitals.LVNGbook’s mission is to help people feel more confident about making a healthy lifestyle change in ways that fit who they are. Their tools combine good food, nutrition, behavioral science, culture, and technology.",LVNGbook
Marcus Blackwell,"Marcus Blackwell is the CEO and Founder of Make Music Count, a math curriculum taught through music. He received a B.S in mathematics from Morehouse college and has played professional gospel piano since the age of 16. Marcus dedicates his energy to developing creative curriculum for students to embrace learning. Through its culturally relevant approach, Make Music Count connects the dots where the traditional methods of teaching fall short. Marcus believes that students will reach their full educational potential once curriculum reflects their identity and experiences.",Make Music Count
Laron Walker,"Laron Walker, M.S. is a technology entrepreneur who graduated summa cum laude from Tennessee State University with a bachelor’s degree in Electrical and Computer Engineering. Later, he enrolled in Purdue University where he obtained his Masters of Science in the same area. As an authority in web technologies, Laron has been instrumental in architecting and developing leading education platforms, tools and programs that effortlessly deliver relevant content to those that truly need access.Laron Walker spends a tremendous amount of his time evangelizing STEM education with schools and organizations focused on kids and their academic development. He works to ensure that education is open, accessible, and affordable to all. As the CEO of MantisEDU, Inc, Laron is developing programs that teach kids workforce relevant skills by creatively blending computer science and hands on learning in relevant and practical applications. As a result, kids are being exposed to concepts such as machine learning, data science, big data and application development via interactive lessons and activities very early in their education journey.","MantisEDU, Inc"
Love Hudson-Maggio,"Love Hudson-Maggio is a highly accomplished, forward-thinking business leader and change agent with an exemplary record of success maximizing ROI for Fortune 500 clients via innovative data strategies and outstanding customer service. With demonstrated technology and data governance expertise, Love has delivered invaluable knowledge and advice to C-suite executives and key decision makers that generates millions of dollars of increased revenue. Recognized for her keen ability to translate complex product information while steadfastly reacting to changing environments, she devises and executes long-term, sustainable, scalable solutions.",Mar Dat
Erica Plybeah,"Erica is a clinical informatics consultant turned technology entrepreneur with over a decade of experience developing and implementing technology solutions for some of the biggest names in healthcare such as Epic Systems, Cerner, Google Ventures-backed Flatiron Health, and St. Jude Children’s Research Hospital.After working within multiple health systems and noticing the various social barriers that exist, she founded MedHaul, an end-to-end platform for scheduling special needs transportation. To date, Erica and MedHaul have been recognized by Forbes, FierceHealthcare and Essence, and MedHaul has been backed by Morgan Stanley, Citi, Silicon Valley Social Venture Circle, innova Memphis, Outlander Labs and several others.Erica is a native of Greenwood, Mississippi and a graduate of the University of Wisconsin - Madison, where she earned a Bachelor’s degree in Biology with a Pre-Med concentration.Erica continuously strives to improve patient outcomes in poor and rural communities.",MedHaul
Ashley Edwards,"Ashley Edwards is Founder and CEO of MindRight Health. In 2020, Ashley became the 1st Black female founder to raise over $1 million in venture capital in New Jersey. She is a Forbes 30 under 30 Social Entrepreneur and before MindRight, she served as Director of Operations of a high school in Newark, NJ. Ashley graduated from Yale College and holds a MBA & MA in Education from Stanford University, where she was a recipient of the Miller Social Change Leadership Award.",MindRight Health
Jarrett Hines,"Jarrett Hines is the co-founder and CEO Music Tech Works, which creates insanely simple tools to facilitate synch music licensing. Hines comes from a musical background with almost all members of family singing or playing an instrument. However, he chose to pursue business first, with an BA in Economics from the University of Maryland, and MBA in Entertainment, Strategy and Entrepreneurship from New York University’s Stern School of Business. Over the past 20 years, his career included major label artist management, media and entertainment consulting at Accenture, and establishing the Product Management department in the Atlanta office of the global design firm HUGE. Gaining experience in negotiating complex deals and working with artists opened his eyes to all the opportunities that applying technology to the business of entertainment could create. He currently lives in Atlanta with his family.",Music Tech Works
DuMarkus Davis,"DuMarkus Davis is a violinist and entrepreneur. He is a 2013 Gates Millennium Scholar and 2018 San Francisco Conservatory of Music grad. His company MusicBuk was awarded funding by Google and accelerated through Techstars. It works by giving students access to vetted musicians for one-on-one virtual music lessons. At The San Francisco Conservatory, Davis served as the first Black student body chairman. He's played at Carnegie Hall and guest lectured at Stanford.",Musicbuk
Thkisha Sanogo,"Thkisha Sanogo (DeDe) is the Founder & CEO of MyTAASK Technology, Inc. which is an open source planning solutions for busy professionals and moms and the host of the Gurldede Podcast sharing what it’s really like when you make the sacrifice to follow your dreams and build a business with a family at the same time.DeDe received her Master of Project Management / Public Administration from the Kellogg School of Management and her Bachelor of Business Administration from Georgia Southwestern State University. She is also certified in both project management and change management and an expert in personality profile facilitation. In 2021, DeDe was a nominee of the Focus WC 40 over 40 award for her contributions in technology. By day, DeDe is a Change Manager /Executive Coach at Airbus Americas’ Mobile Final Assembly Line. DeDe has been a member of the Mobile Chapter of Jack & Jill since 2017 and is currently serving her second term as Chapter Historian. She is also an active and financial member of Delta Sigma Theta Sorority, Inc.’s Baldwin County Chapter. She is married to her college sweetheart Abdoul Sanogo and they have 3 children: Khalil, Ayallah, and Sanai. She loves all things outdoors and photography.","MyTAASK Technology, Inc."
Eli Polanco,"Eli is the Founder and CEO of Nivelo and Board Member of Tech:NYC. Beforehand, she has 10 years experience working at J.P. Morgan Chase as an Investment Banking Analyst, then growing into her role as Executive Director - Head of Banking Product at Blockchain Center of Excellence where she led blockchain technical product strategy and development for J.P. Morgan’s Banking unit, led pilot initiatives with government organizations, startups and established financial institutions. She also launched the Interbank Information Network (the largest interbank blockchain product in prod), and defined strategy and execution for new products across the Banking production portfolio including: payments, stablecoins, liquidity management, central bank digital assets and supply chain financing.",Nivelo
Reginald Parker,"Dr. Reginald Parker is Founder of Optimal Technology Corporation. Dr. Parker has more than 25 years of experience in technology design and management. He has developed 15+ clean energy and manufacturing technologies including several that are patented or patent pending. He commercialized $60+ million in new products at Rohm and Hass (now Dow). Dr. Parker developed over 30+ renewable energy power projects globally.A former university professor at Morehouse, FAMU, FSU, and UND for 8 years, Dr. Parker has distinguished himself as a thought leader in business, engineering, and commercialization. Dr. Parker graduated one Ph.D. and four MS students, managed a 14-person research group, was a co-PI on a $2.5 million IDIQ research contract with the Army Research Laboratory, and received several awards for his work as an academician.",Optimal Technology Corporation
Davion Ziere,"Davion Ziere is a global citizen focused on embodying the world we wish to live in. Zai is an artist, serial post-growth entrepreneur, writer and space facilitator cultivating visions and systems that value and respect all forms of life. He is the eldest of 9 siblings and loves his family, community, travel and exploring all that we don't know. His former accolades include being recognized by the State of Georgia for substantial economic development work in communities of color, becoming the #1 sales leader in North America for TESLA, writing legislation for the U.S. House of Representatives, crafting curriculum for national non-profits such as the Children's Defense Fund, consulting Top 20 U.S. Universities on how to build community around creativity and innovation, and more.","Origyn, PBC"
Jakita Thomas,"Jakita O. Thomas, Ph.D., is the co-founder of Pharaoh's Conclave (PCX), a company that prepares youth for esports careers. Dr. Thomas is also a Philpott Westpoint Stevens Associate Professor of Computer Science and Software Engineering at Auburn University in Auburn, AL, Director of the CUltuRally & SOcially Relevent (CURSOR) Computing Lab.Dr. Thomas received a Bachelor of Science degree in Computer & Information Science with a minor in Mathematics from Spelman College in 1999. In 2006, Dr. Thomas was conferred a Ph.D. in Computer Science with a specialization in the Learning Sciences and Technology from the Georgia Institute of Technology in Atlanta, GA.Dr. Thomas is a recipient of the National Science Foundation's Faculty Early Career Development (CAREER) Award (2012 - 2019). She is also a recipient of the Presidential Early Career Award for Scientists and Engineers (PECASE) (2016) for which she received a commendation from President Barack Obama. Dr. Thomas is also an active member of the Lambda Epsilon Omega Chapter of The Alpha Kappa Alpha Sorority, Inc.",Pharaoh's Conclave
Charles Cathlin,"Charles Cathlin is the a co-founder and CEO of Polaris Genomics (previously TruGenomix), a behavioral health company using the power of genomics to advance the diagnosis and treatment of PTSD. Charles is a U.S. military veteran with extensive leadership experience in the fields of medical technology, engineering, and public health. He retired from active duty in 2018 with 23 years of service between the U.S. Air Force and the U.S. Public Health Service and earned decorations while deployed to the Middle East, Albania (Kosovo War), Mozambique, and New York City (ground zero) following the September 11th attacks. Charles’ experiences at ground zero compelled him to pivot his career to develop his expertise and experience in medical technology and mental health interventions.",Polaris Genomics
Aaron Fender,"Aaron is the Co-Founder & CEO of Portrait Coffee, working to empower and equip Atlanta natives and residents with genuine career and life opportunities through the world of coffee. The name for Portrait Coffee comes from the desire to change the picture that comes to mind when folks think of specialty coffee.After graduating from Kennesaw State University, Fender spent almost five years with Atlanta based coffee chain, Land of a Thousand Hills Coffee Co. There he held the positions of Barista, Lead Barista, and General Manager.From there, Aaron held positions at Industrious and Bellhop as their Community Manager. For the past two years, he has been hard at work with his team at Portrait Coffee.",Portrait Coffee
Shani Dowell,"Shani is the founder and CEO of Possip. As a mom, a former public school Math teacher, and a strategy consultant - Shani knows firsthand the needs that schools have to hear from diverse families, as well as the power of the data and insights that can come from families and staff for schools and communities. Shani started her career as a consultant at Bain & Co. and helped launch the Boston office of the Posse Foundation. Shani earned her BA at Howard University in Washington, DC, and her MBA at Stanford University. In starting Possip, Shani seeks to strengthen schools, organizations and communities by elevating the ideas of those at the frontlines.",Possip
Carolyn Pitt,"Carolyn Pitt is Founder and CEO of Productions.com, a job marketplace for production professionals that connects studios, music labels, and corporate brands to vetted local production talent.The company advocates for production professionals of all backgrounds and is proud to help level the playing field for women and professionals of color, who are underrepresented in the entertainment industry.Immediately prior to the passage of the CARES Act, Carolyn addressed the U.S. Senate and House Subcommittee for Small Business and Entrepreneurship to advocate for stimulus funding for the film industry and underrepresented founders. She also participated in two small business roundtables at the behest of the Biden-Harris campaign in October 2020.Carolyn was recognized as a recipient of Google’s inaugural Black Founders Fund and was named 2019 Entrepreneur of the Year by Envolve Global.Carolyn is an Intellectual Property and Entertainment Attorney with significant experience in Management Consulting, Strategy, and Business Development. She received her BS in Psychology from Vanderbilt University and her JD from American University’s Washington College of Law.",Productions.com
Nate Washington,"Nate Washington is the Chief Technology Officer of Qoins, a software that takes the spare change from user's everyday transactions and automatically pays off the user's student loans and credit card debt.Graduting from Georgia State University, Washington founded two previous companies, Voyage and CodeLess Academy. Voyage connected drivers making long distance trips with empty seats with passengers who needed a ride. CodeLess taught its students how to build web and moblie apps without learning how to code.Washington was previously featured in Forbes 30 Under 30.",Qoins
Isaac Lymon,Isaac Lymon is the co-founder and CEO of Raxplay with a mission to increase music artists' earning power. With a focus at the intersection of music and technology.,Raxplay
Amber Hayes,"Amber Hayes is the Founder and CEO of SecondKeys, a technology company revolutionizing real estate management by bridging the gap between owners, tenants, and data. In addition to her experience in programming and building products, she holds degrees in electrical engineering and computer science. Amber has worked as a freelance programmer for a range of startups and as a contractor for apartment complexes before she created SecondKeys. Throughout her career, she has helped win numerous awards and accolades for her company. Throughout her career, she has dedicated her time to finding new solutions that promote a 21st century approach to the real estate industry.",SecondKeys
NanaEfua Afoh-Manin,"Dr. NanaEfua B. Afoh-Manin is an emergency doctor, public health practitioner, entrepreneur, and a champion for health equity. Inspired by the charitable works of her immigrant mother, Dr. Nana embarked on a path of service. She first earned her Bachelor of Science at UCLA and went on to obtain her medical degree at the University of Rochester School of Medicine and Dentistry. She then completed her residency in Emergency Medicine at the University of Chicago Medical Center, where she held the position of Research Chief. She completed her fellowship and Masters in Global Public Health & Disaster Medicine at Columbia University’s Mailman School of Public Health. After gaining the knowledge and experience to go where she was needed, Dr. Nana has dedicated her career to raising awareness about the social determinants of health in refugee, urban, and disaster settings. As a highly sought-after scholar, consultant, and humanitarian, Dr. Nana has both trained clinicians and field officers and been deployed during public health crises. She has worked to ensure the health of communities and the safety of medical professionals through Hurricane Katrina, the Ebola Pandemic, and many other humanitarian relief efforts across the US, Africa, and the Caribbean.In helping to found Shared Harvest Fund, Dr. Nana has created a committed organization that works to combat socioeconomic disparities in healthcare through initiatives that advance holistic health outcomes for under-resourced communities globally.",Shared Harvest Fund
Dr. Tye & Courtney Caldwell,"Dr. Tye and Courtney Caldwell are the cofounders of ShearShare, the leading on-demand salon and barbershop space rental app. Recognized as tech visionaries and beauty industry pioneers, the Caldwells’ mission is to help fellow beauty and barbering professionals around the world maximize their earnings potential.ShearShare is the leading space-as-a-service marketplace app that allows certified beauty and barbering professionals to rent empty space in beauty salons, barbershops, and spas by the day, week, or occasion in more than 850 cities. Over 30,000 independent professionals and salon owners are active on the ShearShare platform. ShearShare is based in McKinney, Texas, in the North Dallas area.","ShearShare, Inc."
Kenyon Hall,"Kenyon Hall is the Founder & CEO of Soil, a company focused on developing products that bridge the gap to a sustainable future.Prior to Soil, Hall worked at The Coca-Cola Company as a Senior and Principal Electronics Engineer focusing on new and innovative solutions for the Freestyle Machines.Hall is a graduate from Johnson & Wales University with a BSEE in Electronics Engineering.",SOIL
Dominique Boseman,"Dominique is the Founder & CEO of SPRAISE®. She is a thought leader in the areas of beauty, entrepreneurship and wellness. She is a graduate of Loyola University Chicago School of Law and is currently located in Atlanta, Ga.",SPRAISE
Amanda Sabreah,Amanda Sabreah is the founder of Staat and Thought Factory. Amanda's mission is to tackle some of the world's most unique problems with extraordinary design and advanced technology. Her goal is to bring joy and make the lives of every day people easier.,Staat
Tiffanie Stanard,"Tiffanie Stanard is a techie, creative, media personality/producer, and an award-winning entrepreneur with 15+ years of experience. Stanard has been named One of the 15 Women Changing the Face of Technology, Innovator of the Year, Visionary Leader to Watch, among many more honors. Tiffanie is the Founder/CEO of Stimulus, a relationship intelligence SaaS platform that uses data and analytics to help companies make better purchasing decisions. Stimulus is backed by amazing investors including Google for Startups, Juno Capital, Darco Capital, and more - growing with support from Microsoft and other great organizations. Stanard has been active in her community throughout the duration of her career by serving as an advisor or board member for several organizations including Philly Startup Leaders, PACT, City of Philadelphia (Office of Workforce Development), and PHL Diversity (Philadelphia Convention & Visitors Bureau).","Stimulus, Inc."
Rudy J. Ellis,"Rudiger J. Ellis, better known as Rudy, is the CEO of Switchboard Live; the developer of a B2B-SaaS based live video, social media management platform named Switchboard Cloud, that helps Creators, Producers, and Brands manage the distribution and syndication of their live video activations, across multiple streaming platforms (i.e. YouTube Live, Facebook Live, Twitter, Linkedin, etc.) to improve audience reach and engagement.In the past, Rudy has held various senior leadership positions within the network operations and live streaming services industries. For three years, he served as the Director of Streaming Services for NeuLion. After leaving NeuLion, he worked for XOS Digital where he was responsible for implementing and leading the Digital Broadcast and Live Services teams.",Switchboard Live
Gerald Youngblood,"Gerald Youngblood is the founder of Tankee, a media company enabling kids to enjoy gaming content they love. As a seasoned technology and gaming executive, Youngblood set out to develop an engaging, on-demand mobile entertainment platform for gaming content that keeps the fun and eliminates questionable content for kids.Prior to Tankee, Youngblood was the Sr. Director of WW Marketing for AMD where he drove end-to-end marketing primarily focused on driving AMD’s PC technology. He led successful investments in esports and oversaw award-winning teams spanning four continents.",Tankee
Wil Eyi,"Wil Eyi arrived to the U.S. at age 16 from Gabon, Central West Africa, and worked blue-collar jobs in order to pay for college.Since then, he's received Associate and Bachelor degrees from Grayson County College and Brigham Young University, and an MBA from Harvard Business School.Wil started his career in Investment Banking at Goldman Sachs, and as an investor at Warburg Pincus. He is now CEO and co-founder of Toolbox. He also went through startup accelerator Y Combinator with Toolbox (YC S20).",Toolbox
Dr. Yared Alemu,"Dr. Yared Alemu is the Founder & CEO of TQ Intelligence, Inc.TQI's solution brings communication and coordination in real-time with state-of-the-art voice-based algorithms and AI to augment the therapist’s subjective measurement of severity; the outcomes tracking brings enormous efficiency to care coordination between payer and therapist. In short, our voice biomarker technology helps providers augment inexperienced therapists with smart diagnostics and workflows. Clarity AI gets the data where it’s needed faster to improve quality at a lower cost so that everyone wins","TQIntelligence, Inc."
Veronica Berry,"Veronica Berry is founder & CEO of TruDiary, an early stage digital health company that builds trust and strengthens communication between Black maternal patients and OB-GYNs. As a seasoned technology executive, Berry set out to devlop a smart assistant that builds trust and confidence between patients and their doctors, streamlines the process for OB-GYNs to promote corrdinated care, and increases patient-provider engagement. Before starting her entrepreneurial journey, she graduated from the University of Nebraska at Omaha, earning her bachelor’s degree in Communications and a Master of Public Policy from Clark Atlanta University. She continues to support UNO and Clark Atlanta, through donations to support student entrepreneurs.",TruDiary
Earl Randolph,"Over the past 14 years, as the founder and CEO of U Scope Technologies, Earl Randolph, has been among the thousands of insurance adjusters caught in the wake of multiple hurricanes, tornadoes and disastrous floods that has affected the U.S. mainland. After experiencing firsthand how traumatic and stressful the overall long claim process was for homeowners and insurance adjusters due to the outdated systems and software being used, one thing became increasingly clear. The traditional methods of property inspections were inadequate and exasperating for everyone involved.Ineffective tools and workflows led to inconsistent and incomplete data, resulting in ineffective analysis and an increasingly time-consuming process. Confident that there had to be a better way to conduct these inspections, Earl Randolph started U Scope Technologies in 2017 and began developing an inspection platform that would bring property inspections into the 21st century.After years of research, development, and extensive product testing both internally and with insurance adjusters, property appraisers and contractors in the field, the U Scope team has turned their vision into reality. Our inspection platform now drives value to the risk assessment process across the globe by automating the documentation process of reporting the condition of a property with speed and ease.",U Scope Technologies
Carla Bond,"Carla Bond is the Founder and CEO of Upskill VR, a virtual reality training platform for emergency response and safety training. She is a US Navy Veteran and Emergency Preparedness, Response, and Virtual Reality Training professional with over a decade of demonstrated experience spanning Emergency Management, Education and Training, Emergency Medicine, Security, and Law enforcement fields within the military and public sectors. Carla is a sought-after leader for her expertise in virtual technology in Emergency Response training. She serves as an advisor for veteran-owned start-ups that focus on innovative products and services geared towards First Responders. She is currently a certified instructor with the Maryland Fire and Rescue Institute, FEMA, and Maryland Emergency Management Agency. Carla takes her passion for public service and safety to empower people with the necessary skills to save lives.",Upskill VR
Kimberly Gray,"Kimberly is a proud mom, patent owner, and entrepreneur. Ms. Gray opened the first 3D/4D prenatal photography service in Harlem. Before Uvii, she worked in film and TV production for 40 Acres & A Mule, MTV, HBO Films, and her own production company 77 Films. Kimberly attended Howard University and is the daughter of two Washington DC Public School Principals. Her first TEDx Talk for TEDxHarlem on Juneteenth 2021 is called Actions Speak Louder Than Words: How Action Command Messaging (ACM) and video commenting can enhance our communication. She lives and works in Harlem, NY.",Uvii
Seyi Fabode,"Seyi has more than 19 years of experience developing, deploying and investing in technology solutions for the utility industry. Prior to founding Varuna, Seyi spent several years consulting with the leading utilities in the US and in emerging markets on their technology strategy and product development. This came after founding, raising venture capital, hiring an amazing team for and eventually selling Power2Switch, the leading retail energy marketplace technology company. Prior to this, he worked in operations and software development for a 1000MW Combined Cycle Gas Turbine Power Plant in London serving 500k residents of the city. Seyi has an MBA from the Booth School of Business at University of Chicago, and an MSc in Manufacturing Systems Engineering from Warwick University in the UK.",Varuna
Courtney Anderson,"Courtney is the co-owner and co-founder of Vibe Ride. She took her first indoor cycling class in 2012 upon moving to Atlanta, and quickly realized there was a need to bring the city’s best instructors who play the best music to a boutique studio that was accessible to a diverse group of people, no matter their race, sexual preference, income level or fitness level. This is the philosophy of Vibe Ride, and Courtney is dedicated to creating a fun atmosphere where Vibe Riders feel supported and at home.",Vibe Ride
Zuley Clarke,"In 2020, when the IRL world shut down and the shop windows closed, Zuley Clarke founded Viledge to support Black-owned businesses through corporate gifting and live unboxing experiences. It takes a village to build a business, and Viledge is already home to 30 businesses, and still growing.Before she started Viledge, Zuley worked in product strategy at tech and media companies like The Economist, AOL, and Shutterstock. She has an engineering degree from Carnegie Mellon and a masters from Georgia Tech. And while she may be Viledger #1, her Jr. Co-founder—her sweet 3-year-old daughter—is the uncontested Viledge celebrity.",Viledge
Jonathan Rabb,"Jonathan Rabb is an expert on the mechanics of creating and cultivating engaged audiences around digital products and consults others on how to do the same.Jonathan is founder of Watch The Yard, which has become one of the top online destinations for Black people in the United States, reaching a monthly niche audience of over 1 million college-educated African-Americans. Since launching in 2014, the brand quickly grew to become the premier voice for historically Black fraternities/sororities and the center of the Black college experience online. By launching a new website, WatchTheBands.com, Jonathan extended this influence over the Black college culture to the Black marching band sphere.Previously, Jonathan worked in entertainment as a host for The CW, Radio Disney, and as a red carpet reporter in Hollywood. He is also a recipient of the Fulbright Grant and did extensive work in Berlin studying digital audience development.",Watch The Yard
Darren Buckner,"Darren Buckner is a remote work advocate and the co-founder and CEO of Workform, a platform connecting mobile workers with alternative spaces in which to get work done. Workform is working to capture the world's workable spaces online and connect a new generation of professionals with resources needed to thrive outside an office. Prior to co-founding Workform in 2014, Buckner held a variety of positions, including serving as lead engineer and designer at Exavault, partner at Think Brilliant Media Studios, application developer at the NFL, and front end developer at Shopzilla. Buckner holds a bachelor's degree in computer science from Portland State University.",Workfrom
James Barnett,"James Barnett saw an opportunity to innovate a long standing industry, laundry. Wrinkle Free Delivery is a premium mobile laundry, linen, and dry cleaning delivery service that is currently tailored towards residential and commercial customers in Atlanta.",Wrinkle Free Delivery
Collin Wallace,"Collin Wallace is a serial entrepreneur in the food & beverage space, and the CEO/Co-founder of ZeroStorefront (formerly Eatgeek). ZeroStorefront provides a text message marketing platform purpose-built for restaurants.Prior to ZeroStorefront, Mr. Wallace was the Head of Innovation at GrubHub, where he is listed on multiple patents. He has built four companies; three were acquired by companies including EatClub, Amcobi, and GrubHub.Mr. Wallace holds a B.S. in Engineering from Georgia Tech and an M.B.A from the Stanford Graduate School of Business. He is also a proud alum of the Harvard SVM Program, Techstars, and YCombinator. He is an avid investor and mentor to dozens of other startups, including PayJoy, Landed, Postcript.io, Skill-Lync, Taali, Hello Ava, Pearachute, Robinhood, Grab Taxi, Gigwage, and others. Today, he lives in San Mateo with his amazing wife Doris and puppies Aspen and Penny.",ZeroStorefront
Dennis Cail,"Growing up humble in Louisiana, Dennis Cail lived in low-income public housing and neighborhoods often surrounded by payday lenders and check cashing services; the same was true of the areas surrounding the naval bases he lived on after joining the navy. These experiences coupled with his passion to close the wealth gap across underserved and overlooked communities led him to create Zirtue as an economic inclusion hack for unbanked and underbanked people that provided them with access to fair and equitable trust-based loans. Zirtue was built on one simple premise, to give people a hand-up and not a hand-out from the people who know them best.",Zirtue
